time_sec,cos_sim_adjacent
1434.433000,0.830640
1435.434000,0.933059
1436.435000,0.741791
1437.436000,0.686085
1438.437000,0.922104
1439.438000,0.600413
1440.439000,0.976731
1441.440000,0.660230
1442.441000,0.871590
1443.442000,0.826944
1444.443000,0.831464
1445.444000,0.707016
1446.445000,0.672283
1447.446000,0.682011
1448.447000,0.726272
1449.448000,0.694103
1450.449000,0.623619
1451.450000,0.936136
1452.451000,0.974238
1453.452000,0.974824
1454.453000,0.786668
1455.454000,0.887657
1456.455000,0.926370
1457.456000,0.786866
1458.457000,0.918887
1459.458000,0.942378
1460.459000,0.931459
1461.460000,0.933998
1462.461000,0.917558
1463.462000,0.701530
1464.463000,0.667761
1465.464000,0.953205
1466.465000,0.960138
1467.466000,0.963693
1468.467000,0.959588
1469.468000,0.957852
1470.469000,0.952087
1471.470000,0.937276
1472.471000,0.945841
1473.472000,0.688182
1474.473000,0.630619
1475.474000,0.923641
1476.475000,0.920304
1477.476000,0.897739
1478.477000,0.605912
1479.478000,0.600681
1480.479000,0.945648
1481.480000,0.948142
1482.481000,0.902265
1483.482000,0.930422
1484.483000,0.692669
1485.484000,0.964912
1486.485000,0.724251
1487.486000,0.676252
1488.487000,0.925184
1489.488000,0.913467
1490.489000,0.906222
1491.490000,0.908313
1492.491000,0.883432
1493.492000,0.681367
1494.493000,0.948252
1495.494000,0.970053
1496.495000,0.979276
1497.496000,0.801574
1498.497000,0.941977
1499.498000,0.917342
1500.499000,0.894480
1501.500000,0.928981
1502.501000,0.738410
1503.502000,0.898215
1504.503000,0.932480
1505.504000,0.764776
1506.505000,0.947616
1507.506000,0.952599
1508.507000,0.961605
1509.508000,0.866821
1510.509000,0.931376
1511.510000,0.746150
1512.511000,0.975616
1513.512000,0.971844
1514.513000,0.980902
1515.514000,0.976641
1516.515000,0.980720
1517.516000,0.805119
1518.517000,0.903360
1519.518000,0.953033
1520.519000,0.763041
1521.520000,0.978159
1522.521000,0.961432
1523.522000,0.722998
1524.523000,0.874501
1525.524000,0.975349
1526.525000,0.704863
1527.526000,0.928788
1528.527000,0.924948
1529.528000,0.921175
1530.529000,0.884734
1531.530000,0.897174
1532.531000,0.916888
1533.532000,0.944692
1534.533000,0.955799
1535.534000,0.687684
